SalesID,SalesPersonID,CustomerID,ProductID,Quantity,Discount,TotalSalesAmount,SalesDate,TransactionNumber,CityID,CountryID
2547363,6,33432,3,9,0.0,668.8902175781224,2018-03-30 20:20:51.940,ZTTG3DWAX8VEW8AW6PNV,47,32
564499,5,30818,3,8,0.0,639.2767854552019,2018-01-13 10:26:37.770,HRIHQSP1YPGXUGYS8W8K,24,32
4849201,11,66944,4,17,0.0,772.6731265916819,2018-03-21 23:58:23.570,EP9VNNMNMJ4XVN7H8RX8,12,32
4465428,6,52931,4,14,0.0,904.9836411729168,2018-02-27 06:21:58.300,04XRJ0O52XBVX5QEY0U3,36,32
6009103,7,96291,4,25,0.0,956.0808523408654,2018-04-10 17:02:36.050,Z0DF6Z4R3NZKSMRWTNSV,74,32
3676628,14,15889,4,5,0.2,174.87290700389647,2018-01-03 08:22:36.580,L2L5U2VVLIFC7CKTU8JK,51,32
6643960,6,33533,4,9,0.0,18.56640489583549,2018-01-31 00:45:35.150,X5OUA3WDDJV223S132J2,89,32
5839076,18,7099,4,2,0.0,280.2165140160908,2018-02-01 07:22:03.980,PKNSFMN1GACPPAU5IWVQ,90,32
2796943,14,15473,4,4,0.0,378.120372774518,2018-02-05 16:02:37.620,NWW6LFRMHNIMIFEYOF29,19,32
1353324,10,4266,4,2,0.0,985.7415108952723,2018-03-08 17:18:07.370,TRH8V8HGWYSW2AK0QNTX,7,32
1733988,12,69668,4,18,0.0,570.7917656813631,2018-02-18 01:30:36.070,F8HDKX3AUCNJ0WNDN00V,32,32
5087256,19,27569,4,7,0.0,33.00477815011615,2018-02-05 07:12:07.860,KYFRT62WGLNUAGOSTZ67,38,32
5148516,12,10709,4,3,0.0,816.5059836151232,2018-01-03 10:38:35.230,OZJ2YUZOXH6M3U3FSEM1,90,32
1282711,8,38347,4,10,0.0,652.1932444737437,2018-02-09 06:39:10.510,4Q2209UZ6WVCDB40O4Z9,34,32
1289147,3,65916,4,17,0.0,41.182298869865235,2018-02-13 12:59:33.860,X108QITRVW6BVQM2SOCI,2,32
871162,2,24248,4,7,0.0,590.8031601894949,2018-05-01 21:59:36.450,9UH69SVGFRSOKBVYQN56,16,32
2621927,20,90192,4,23,0.1,291.6144958633687,2018-03-02 03:21:32.040,3RVDNUYBCKE5F61HKQQ3,90,32
4153435,17,81454,5,21,0.0,923.4350223009862,2018-02-21 12:15:44.040,ALSMCHYEEO6K0OK3SDJS,73,32
4047026,23,96738,5,25,0.0,942.3522793138408,2018-01-21 09:23:00.330,5H154GYJ17D7MQ0K3NEC,17,32
4244230,4,69445,5,18,0.2,125.92633668434449,2018-02-23 09:41:26.140,3U2V5KWAQEJ5IYS5OP8T,3,32
2898204,12,89375,5,23,0.0,17.835366506329745,2018-05-03 00:19:04.020,IBBW3QOY0AP233SNLO5A,25,32
2566403,20,69445,5,18,0.0,448.81797133778593,2018-04-20 15:23:47.800,MO1V81HGR9FB0ZLFL8ZU,3,32
6304241,22,75841,5,20,0.0,11.043402576157119,2018-03-24 13:05:48.620,8ZJEIQX2YPX35QRF8GPB,34,32
2308548,14,36440,5,10,0.1,675.0892991040979,2018-04-20 16:58:15.330,2PAIY6EHCE95F0KN8Q89,43,32
672940,15,96600,5,25,0.2,861.0148752387013,2018-04-17 08:47:38.040,K004XAQXALNE5HLJN71Z,75,32
2601734,7,96216,5,25,0.0,398.70106682496004,2018-04-17 12:36:02.510,SLM8HQ1L33HY4E2U0B7K,35,32
1635519,2,24511,5,7,0.0,308.7989064219292,2018-04-17 08:56:08.010,GIXLVQCICMK3VTA1IUKD,53,32
3793905,20,49954,5,13,0.0,841.9512092994275,2018-03-26 19:33:31.730,1IWQA9T7FS0I9BXBA5IH,65,32
2124092,3,66385,5,17,0.0,113.89519758981314,2018-04-28 00:48:08.750,EJN4RSX79GLHYCPPVCN7,71,32
4850698,21,34238,5,9,0.0,813.0430022140416,2018-04-25 03:34:55.750,77221E9493KBL8Q33OQZ,40,32
730955,22,36896,5,10,0.0,251.23850229099534,2018-03-28 02:49:01.770,VGZSZMXXAVAYD5VE6VM2,44,32
2866719,6,74905,5,19,0.0,49.502034773913024,2018-01-22 20:14:09.490,A8LZNV0K2GCRJPOJNSZF,28,32
6608475,17,42921,5,11,0.0,705.6452915752936,2018-01-19 23:46:52.250,S1F2TN527CRULVK8UGZX,57,32
4192843,6,54984,5,14,0.1,198.6395264912991,2018-01-30 10:52:19.210,E3TPDFE7FBVL6SYTK9J0,26,32
5744284,4,88030,5,23,0.0,548.9372843735299,2018-02-16 13:09:27.280,MB4ZB631A4OIUT33F3U5,31,32
4820088,13,13412,5,4,0.0,474.7944474588127,2018-04-21 00:56:31.350,BXGN4A5JJNIKI9UGSCAK,13,32
4858527,22,56880,6,15,0.0,906.9063808974959,2018-04-27 19:36:40.000,T4FOKCCPJBDQGDV0UP5I,27,32
1171402,14,15295,6,4,0.0,786.1529588907041,2018-01-07 01:22:58.650,GQMDCRD1V40LNLX0H12V,64,32
4118099,11,28444,6,8,0.2,210.2221845299534,2018-01-13 04:23:56.100,ZTTODO9SJTCTZDETIFUS,61,32
4266066,19,9085,6,3,0.2,596.7569597758386,2018-03-21 22:05:35.820,KI6MWPCHJBCQGAEABQPQ,57,32
3699973,2,64509,6,17,0.1,708.8821946111246,2018-02-01 10:05:02.300,WCIA5NP6F2G5VXX4FTMM,68,32
1441769,4,28362,6,8,0.2,26.780172321625237,2018-04-26 19:01:09.390,WSLZDNXFHWF1IBWIFP1U,78,32
4668764,21,52718,6,14,0.0,627.3931528590463,2018-04-03 21:35:49.260,GD7MEGKH90KGMCELQ2EO,71,32
2898210,14,15265,6,4,0.0,978.0993845151813,2018-03-03 00:50:53.020,DB756EEGSW6TR6PA78HX,28,32
31291,6,94445,6,24,0.0,275.2268940955028,2018-04-10 15:55:15.670,K7YM0LZIS4VA0WITFNIU,8,32
6539638,23,37924,6,10,0.0,517.8107869609162,2018-02-15 11:50:35.540,OE10NPKPOQSFHKZVU4AS,18,32
4992928,17,81570,6,21,0.0,858.9263022998881,2018-04-29 20:48:58.280,MHKJPM4B638OC4PSE3PE,47,32
1581574,11,66828,6,17,0.0,989.332073481982,2018-02-21 17:42:43.760,OGJI2V1ZXS83R1W5US5J,16,32
1089817,23,39386,6,10,0.0,158.82993946062635,2018-03-13 08:23:53.990,0U10ND0968RIWELYGM8K,91,32
5894423,6,34238,6,9,0.0,696.2450549077167,2018-02-02 02:04:24.770,9F6CKYOZY1B32UEM1533,40,32
1919237,12,30241,6,8,0.0,902.317914701957,2018-01-16 20:46:07.940,8WPJ83DHGJYAA9ACQICJ,60,32
3725060,17,2956,6,1,0.0,271.96297188360256,2018-04-29 17:39:57.660,ALML969Z19FRN2J3U8ID,20,32
5090217,19,27496,7,7,0.0,35.572965843792005,2018-01-29 09:36:06.340,TOCBWSV196J0K14B3YW9,62,32
3876984,18,64786,7,17,0.0,656.4973036675926,2018-01-02 13:34:45.440,MRQ88E2NQH1TQZIPOZ1M,88,32
5014206,8,78507,7,20,0.0,65.44063151694554,2018-04-23 05:17:57.380,0AS78Y2GJKLBWA9IS7QG,38,32
579634,15,97813,7,25,0.0,660.5448911742076,2018-01-14 09:21:03.080,UJQAMG28IF8L5QFPWA48,2,32
5664675,7,95437,7,25,0.0,333.43371936969083,2018-02-07 22:43:56.100,H1YS14M7OSA55L41KHV0,15,32
3423976,6,53460,7,14,0.2,600.3653220613602,2018-03-12 09:00:28.650,LA53JDZRUAGZWV7HZR8O,27,32
2405354,12,88235,7,23,0.1,474.9846393486747,2018-02-20 04:04:52.090,X7940D14D2V2ROBKAAN8,76,32
5563576,1,1894,7,1,0.0,849.4096069314868,2018-01-22 16:09:19.360,PCY92QY4S35YDVT8RLVA,64,32
153953,17,23941,7,7,0.0,890.5984126159908,2018-02-19 00:54:31.650,MB65AB5GI4D1LFN4C10Z,19,32
4585235,17,43120,7,11,0.0,647.5305858537583,2018-01-07 07:43:11.540,ZEQAFDLXH4E7NU611YEB,61,32
2669743,9,82598,7,21,0.0,637.529056586668,2018-05-07 01:44:57.650,67ZB4BT9B3T4ZF46W1DR,2,32
280913,10,4810,7,2,0.0,792.6555475190868,2018-03-23 01:24:09.950,DWRVL4TXJW0SIEVX75NS,21,32
4018597,18,65900,7,17,0.0,581.3825524681167,2018-01-30 03:14:36.290,DG28CONQATJCQTIN37AW,32,32
671094,4,28660,8,8,0.0,541.5448039503102,2018-02-06 18:49:42.750,FCWB537X37I5642HWF2B,63,32
951525,20,91597,8,24,0.1,153.09945198952875,2018-04-06 13:00:38.860,WR7O8SZJMF6LN4XBBQVN,51,32
1574048,5,53017,8,14,0.0,593.5124173536267,2018-04-12 18:14:49.840,7CYBBXZNPQ61XZXQ605M,48,32
1516575,23,38039,8,10,0.0,177.71107145158086,2018-04-18 23:21:43.680,R3JDGYJ9QG28BOUZ65DK,9,32
1187964,1,2083,8,1,0.0,41.587721301690834,2018-04-05 11:43:56.330,75PCCD6XRQUISF7ME50M,44,32
5185726,6,55418,8,15,0.0,148.77788421887314,2018-03-31 03:29:28.020,AKH0WJSD80HYEXO9L4N5,19,32
5631481,3,7099,8,2,0.1,288.2800806932948,2018-03-14 17:51:22.170,8W4F1TWB6Z2WKXN6SJGK,90,32
4225290,10,44253,8,12,0.0,702.7029339900971,2018-04-03 07:44:44.840,IX9DLHOYUQF8F7SIB0PE,49,32
3865602,4,49328,8,13,0.0,775.2194032326928,2018-02-25 00:23:42.480,78IUUAW0XOXGAXCJ6E48,14,32
6235655,6,53821,8,14,0.0,689.4363475675242,2018-03-01 12:36:25.790,8HZ8GVXIKWYMRUWBVEON,51,32
675991,23,19850,8,6,0.0,578.1972956886511,2018-03-25 05:10:42.650,G2Z1XTF6MOYW50XG8PBG,81,32
858994,19,28630,8,8,0.2,105.68236660959397,2018-01-07 07:08:14.650,6KTDEH3ZVN7OVFZRIPJW,64,32
6720377,1,21698,9,6,0.0,736.3767015789341,2018-01-27 01:45:52.660,F2MR0NPCELXFTWJ426RH,67,32
6757874,21,33432,9,9,0.0,44.9468886750055,2018-05-09 17:04:05.390,J213TSFZBQCQUD5CNJPG,47,32
2248660,23,38583,9,10,0.0,926.7888422607766,2018-02-10 14:13:06.550,IVG26RVFIIVLKY4LY28S,44,32
4860285,3,66448,9,17,0.0,486.6353282017592,2018-04-10 18:13:42.430,NPH2UQHLIVNF937XWHZF,82,32
6523602,10,63921,9,17,0.1,372.14611744177193,2018-04-28 20:53:00.250,12HOGI238SHNY1RPCX4S,1,32
2997337,10,64271,9,17,0.0,400.1592786719946,2018-02-15 12:45:54.530,X1XPMLGQ0VFSGZ9QDBTW,21,32
1632498,7,56880,9,15,0.0,282.334158825185,2018-03-07 03:59:27.160,LQMD0WXEEKWNR0ERL773,27,32
2854531,16,40803,9,11,0.0,280.363480611337,2018-04-29 03:04:40.430,IQ89JB3RJI5T4Y5F1WU8,28,32
2096440,21,34021,9,9,0.0,123.97051789632924,2018-01-07 14:51:21.570,PZ1AVAJL52GFWC0L01YF,80,32
1638411,9,1747,9,1,0.0,489.4319084677173,2018-05-09 16:47:54.910,QC1ZJ9EDF2H2SMKTHIXR,13,32
4345534,7,95834,9,25,0.0,815.0116963992817,2018-02-18 12:20:36.710,8EX3CO0GUSIW570NJTYT,91,32
4313804,11,67442,9,18,0.0,207.56757971527063,2018-01-11 08:58:16.250,T0EEYKOJUODICW9GFFNY,85,32
2570002,6,73998,10,19,0.0,563.8599262075794,2018-03-02 00:37:01.760,AYKUSFAVRRFH41TWCEPS,77,32
3805713,6,75029,10,19,0.0,82.30655450750443,2018-01-02 02:59:46.510,ZWZP6XOVFRZV6R139PEQ,81,32
749443,23,58204,10,15,0.0,352.376640778236,2018-04-11 14:18:44.280,JIDCBK9I9XRTOI3234JQ,67,32
5773966,14,36567,10,10,0.0,528.2482846603674,2018-02-04 21:51:29.360,WFUS080LFL7B0WZUO832,13,32
6413535,1,3316,10,1,0.0,152.61307393309303,2018-03-10 12:43:24.310,4GUSLJUF1TH4KCNYSD19,77,32
2282246,10,84417,10,22,0.0,413.1162069310832,2018-02-16 09:00:49.870,F74A8Y5L4BBDUD5Q6D61,16,32
2591121,7,56571,10,15,0.1,589.0824032009267,2018-01-31 20:06:57.140,YJ3HJGZ6CXP20NTNIS9L,92,32
1683329,17,2745,10,1,0.0,255.96637150577754,2018-03-16 04:55:45.170,0KZFITUH29WAK73PCQ9U,48,32
5430921,14,34713,10,9,0.0,389.9883106231287,2018-01-04 15:06:28.180,NLI6UVXDFLJ6EAP5QX2S,88,32
6329887,16,59721,10,16,0.0,431.8946877197334,2018-05-03 10:17:35.430,BWWSPI4MAL3TTO9L5DZM,28,32
1349522,6,34381,10,9,0.0,259.25604369821974,2018-01-18 20:51:06.210,9WXPP8T0JSVAE01LX9BA,27,32
3992358,10,63991,10,17,0.0,328.78904236113175,2018-04-29 05:05:49.470,ZWITBOXX16JNJ97GCJHB,8,32
4681753,12,49954,10,13,0.0,470.43769997886056,2018-02-02 20:57:24.700,JWWKR3NAU3MJ261NWCLD,65,32
2869505,14,95535,10,25,0.1,254.05052915647775,2018-01-12 16:56:24.600,2ZAC5RCTO0TPZLFJ2OI2,83,32
5840809,12,51536,11,14,0.0,388.64368719755083,2018-04-02 07:48:49.510,M4GLIXPPFTYIR50LIHVQ,2,32
5390497,11,8114,11,3,0.0,623.5521191907276,2018-02-26 00:58:32.770,RJT1LHVYXPGY89L9SRVP,34,32
407586,12,90192,11,23,0.0,898.9793244245994,2018-04-22 06:08:07.430,3MXF522219TD9MO9J3UN,90,32
6752937,22,56104,11,15,0.0,272.4634531268961,2018-05-05 12:31:55.250,KEIN8PJ12VYPG3I2IL3I,13,32
2538313,19,9124,11,3,0.0,281.6462522551498,2018-04-02 18:21:59.370,KMT0R6UEWZ09Y4UOT8VX,59,32
244527,2,63171,11,16,0.0,726.1951533061111,2018-01-23 21:30:49.430,GWHHJDV6QTLGFY300HRG,84,32
5702576,19,87538,11,23,0.0,465.84540637184944,2018-02-02 01:26:10.610,E5Z9KSH2WNQUQ1TDHWNJ,73,32
6415410,5,52718,11,14,0.1,193.55670147187766,2018-02-07 15:02:44.850,2YZF4JFEH2I68HHHDCSK,71,32
374654,17,64104,11,17,0.0,966.3654470298388,2018-02-06 02:49:32.010,6WQCQQT4L585I70ZJFPC,42,32
1237197,9,41511,11,11,0.0,176.2530907010788,2018-04-15 02:20:09.570,CWD901DUA4ZSVP894C6F,54,32
3813681,11,7008,11,2,0.0,889.863827897467,2018-04-18 21:27:15.250,303EGGRK3KV62QO3Q25N,13,32
6162281,13,13773,11,4,0.0,749.3028374310057,2018-01-23 23:22:36.810,IVO585UA4199F41XLS1E,41,32
1762802,4,30496,11,8,0.0,865.9364784663276,2018-03-05 03:51:03.550,YBFDZO244OG0EYLJ167J,39,32
2754997,15,38836,11,10,0.0,249.43583367796822,2018-01-19 04:24:57.970,4EFU376URBHW3NLSNR06,44,32
1535943,8,60102,12,16,0.0,283.1178408110757,2018-01-11 21:14:18.610,Q4LOD0N3K7HK19CVPPLR,32,32
1198395,4,9023,12,3,0.0,775.9337921902351,2018-02-27 13:07:48.780,VOVWJ5NSDB6F4A0B6IE8,12,32
487530,8,19565,12,5,0.0,302.44224163837407,2018-03-02 22:32:01.540,X8LV0Q7CPXD5BGF58Q82,48,32
1277560,2,4253,12,2,0.0,964.6369845954746,2018-04-28 11:11:57.490,VBTQOIJ6KS5W1KV9SHAO,33,32
743378,20,70453,12,18,0.0,981.3054087219056,2018-03-06 22:45:39.400,CNE9Z06GJPW57V68RM8P,27,32
5486645,23,489,12,1,0.0,254.10489547653773,2018-02-24 14:14:18.550,ZK2XNYCVOAQ49YN321AC,39,32
6358272,12,30417,12,8,0.1,640.1310899454971,2018-04-23 02:49:01.580,ET38N6J2UD8RY6D90BJI,10,32
6053061,14,94481,12,24,0.0,745.6535752607958,2018-01-19 19:58:27.060,QSC86KAI07YJ4ZL2VWND,68,32
3569592,22,36440,12,10,0.0,164.27988309870128,2018-03-17 11:38:22.060,2M7H9BSCIL7XCWOH8ZC8,43,32
4743616,10,85237,12,22,0.0,790.6269308500616,2018-01-10 09:08:45.480,CRC831RCVRICA64JTBFF,40,32
6617664,1,81002,12,21,0.0,729.8896721929785,2018-02-14 09:42:35.740,USWDSBZCJZHV9NMVYGAT,32,32
2067124,18,47025,12,12,0.2,673.1644663920439,2018-03-11 15:42:57.790,HP4RTEFHVE8UH7WAS36V,36,32
1339506,8,82,12,1,0.0,497.75215915684817,2018-02-11 15:28:19.810,LXFN1FT6SZGOOGIJK6WN,82,32
1225106,4,50396,12,13,0.0,552.398622219254,2018-03-03 01:57:22.270,VDY8KLH57CS9GDN6F7AG,2,32
3757923,19,10041,12,3,0.0,242.56886243979613,2018-03-09 17:39:38.190,QA04GJKJFXTKGKJFDECT,26,32
415823,5,13123,12,4,0.2,153.36896333123752,2018-04-11 09:38:56.070,WKYL0MDB7UQI7J7LLYGP,12,32
6578024,12,70841,12,18,0.0,470.1665886997227,2018-02-25 09:19:11.130,3MUTIWQFQ9WADB5HVFN8,87,32
329900,3,47609,12,13,0.0,501.99753830657085,2018-02-26 02:14:54.040,GT0P8O3P0FVGJPVMQXP5,27,32
4966902,20,51940,12,14,0.0,428.8310652633851,2018-05-02 21:36:35.720,L9JWYIB8Q07FF4O8MQD1,71,32
21645,21,15468,12,4,0.0,504.1262371899353,2018-03-10 06:56:42.440,UUEUGMVQ7JK37360BAIW,93,32
3411041,10,66050,12,17,0.0,322.8763921002697,2018-04-12 01:11:38.710,NO2W3HYDM2KJRMW20RNY,32,32
6391158,23,79381,13,21,0.0,894.4805457031556,2018-03-15 23:19:06.160,U8DB4KBTNY9KCTQPLJSR,35,32
6754576,9,42269,13,11,0.1,250.83643056287633,2018-04-10 11:47:43.760,RHBU693LIB3Z6IPZUAKW,92,32
3408702,13,92861,13,24,0.1,328.95534047483704,2018-05-09 20:06:04.890,2MPXW80SZD79LJZNGWAW,94,32
2061972,12,51242,13,13,0.0,398.8819840076474,2018-03-22 19:09:36.360,HTHSVK79KLDS3C4CWP3P,19,32
3492456,12,50030,13,13,0.0,960.877733321666,2018-03-09 19:57:29.700,D1XS4OTD2V04GT7EGZ67,56,32
1218244,17,83674,13,22,0.0,317.50330467329604,2018-03-30 10:53:05.460,EKDUGXCXLMD1E2SPQ1L8,8,32
5614281,18,85311,13,22,0.0,673.0615381841675,2018-02-02 20:50:07.380,TQLXX1YT4XV7SYV6456I,93,32
358137,10,4564,13,2,0.0,603.8428593246263,2018-01-11 23:45:06.850,9CQUGARKVR2P7SQT0H2R,40,32
4694009,5,51181,13,13,0.0,718.8427825437959,2018-01-01 00:34:49.430,4RJSDX7Y6LVT3D47TP4F,21,32
1845873,21,94256,13,24,0.2,874.7245609181374,2018-03-04 15:28:31.270,X9MJ1AP8YOIM9CDB68I6,77,32
1401029,17,23741,13,7,0.0,35.94323258310852,2018-01-20 22:21:45.770,TTRK768Y7XKE0EQHOG1W,90,32
1028648,1,80850,13,21,0.2,107.56327565697333,2018-02-28 19:44:28.420,GP7XQ4GKOHKVB9793FRD,92,32
2770135,7,57283,13,15,0.2,895.9359789246014,2018-04-07 02:59:30.430,61F7F0G3J36M44DIG99Y,8,32
6551999,11,28362,13,8,0.0,823.6374807037048,2018-01-11 22:03:20.910,JLA5TI195NHHI3X767MS,78,32
3550207,3,86682,13,22,0.0,775.5727770240017,2018-04-08 09:10:21.250,UMIE6C5OOOE361XJ1367,12,32
1774028,16,1747,13,1,0.0,359.33466635548865,2018-01-10 15:32:29.230,CDZF20478QZXJ1DS4KTG,13,32
1200315,10,25221,14,7,0.0,207.32330381376565,2018-04-17 19:03:30.070,P7Y7WJRO9BESSHLHP94J,70,32
433232,8,80440,14,21,0.0,502.15654951264435,2018-05-05 03:35:25.960,7XTCJ531BFG8E0SU0LZJ,66,32
2999859,5,32563,14,9,0.0,84.53574917701604,2018-01-11 00:00:28.640,2GU8151LDPF90O6JUKOB,68,32
4392489,14,17212,14,5,0.0,132.21336872071538,2018-02-01 13:09:21.800,0UFFTUODA1WV72UCH9CF,64,32
1381553,22,37346,14,10,0.0,27.09162017836131,2018-01-28 21:50:07.480,PWVGN9ULJHHROERDL8IH,36,32
1043426,12,51523,14,14,0.0,87.70336645515921,2018-05-01 10:39:43.110,7QTP9NHO0VA9T7RQIFI8,19,32
3425290,22,95640,14,25,0.0,506.5050072227284,2018-03-12 15:07:17.450,SMVKO19VCV05GA6O0ZTM,84,32
5089661,1,21122,14,6,0.1,624.110054378333,2018-03-22 02:58:41.170,5EHT7LN0U3MHRZZDOYF8,18,32
5487048,4,68328,14,18,0.2,707.3231549157932,2018-04-18 19:07:50.820,40LYUY39Z5FURYGGSMDX,24,32
4999759,23,19850,14,6,0.0,611.661326994047,2018-02-28 23:10:51.960,CN96Q7U6S2JQN98MOULK,81,32
736722,3,85763,14,22,0.0,246.4965730027694,2018-03-08 21:32:50.660,2MYZYRFFRD6W65OBC7D4,18,32
4936996,19,9124,14,3,0.0,608.9676982585705,2018-01-22 06:44:23.950,UAAOW9GFYK6NB85ABVOR,59,32
